candidate,fec_id,office
Robert E Latta,H8OH05036,U.S. House
Robert Franklin,H0GA05335,U.S. House
Robert Garrard,H8KS02108,U.S. House
Robert Jon Anderson,H8LA03060,U.S. House
Robert Lee Perry,H0KY02095,U.S. House
Robert Mair,H8WA01085,U.S. House
Robert Moser Jr,H0CO03140,U.S. House
Robert Smith,H0MO04243,U.S. House
Robert T. Murphy,S6OK04098,U.S. Senate
Robert Thomas,H0NC04220,U.S. House
Robert Underwood,H2GU00025,U.S. House
Robert Van Strawder,H0NV01243,U.S. House
Robert Williams,H0PA15127,U.S. House
Robert Wysinger,H0TX19076,U.S. House
Robin Dominick,H0MO05240,U.S. House
Robin Kelly,H2IL02172,U.S. House
Rodney Davis,H2IL13120,U.S. House
Roger Marshall,S0KS00315,U.S. Senate
Roger Polack,H0WI01120,U.S. House
Roger Williams,H2TX33040,U.S. House
Ron Burrus,H0HI02338,U.S. House
Ron Curtis,H0HI01298,U.S. House
Ron Estes,H8KS04112,U.S. House
Ron Kind,H6WI03099,U.S. House
Ron Wright,H8TX06233,U.S. House
Ronald Brown,H0TN07271,U.S. House
Ronda Kennedy,H0CA26145,U.S. House
Ronny Jackson,H0TX13228,U.S. House
Rosa L DeLauro,H0CT03072,U.S. House
Rosemary Becchi,H0NJ07279,U.S. House
Ross Leone,H8TX28203,U.S. House
Ruben Diaz Sr,H0NY15186,U.S. House
Ruben Gallego,H4AZ07043,U.S. House
Rudy Soto,H0ID01311,U.S. House
Russ Fulcher,H8ID01124,U.S. House
Russel Fugal,H0UT03185,U.S. House
Russell Foster,H0TX04151,U.S. House
Ruth Pellegrini,H0IL01228,U.S. House
Ryan Derks,H0MO05208,U.S. House
Salud Carbajal,H6CA24303,U.S. House
Sam Adams,H0FL06095,U.S. House
Sam Graves,H0MO06073,U.S. House
Samelys Lopez,H0NY15277,U.S. House
Sandra Whitten,H0TX28069,U.S. House
Sandy Smith,H0NC03149,U.S. House
Sanford Bishop,H2GA02031,U.S. House
Sara Gideon,S0ME00111,U.S. Senate
Sara Jacobs,H0CA53115,U.S. House
Sarah Hammond,H0PA11183,U.S. House
Sargis Sangari,H8IL09190,U.S. House
Scott Desjarlais,H0TN04195,U.S. House
Scott Fitzgerald,H0WI05113,U.S. House
Scott Franklin,H0FL15104,U.S. House
Scott Giblin,H0CA05107,U.S. House
Scott Huffman,H8NC08091,U.S. House
Scott Perry,H2PA04135,U.S. House
Scott Peters,H2CA52089,U.S. House
Scott Smith,H4NY18109,U.S. House
Scott Taylor,H0VA02118,U.S. House
Scott Vieira Jr,H0TN07263,U.S. House
Scotty Robinson,H0LA05104,U.S. House
Sean Casten,H8IL06139,U.S. House
Sean Parnell,H0PA17115,U.S. House
Sean Patrick Maloney,H2NY22139,U.S. House
Seldon Frank Cupps,S0MI00189,U.S. Senate
Seth Moulton,H4MA06090,U.S. House
Shahid Buttar,H8CA12262,U.S. House
Shane Bolling,H0CO02233,U.S. House
Shane Hazel,S0GA00575,U.S. Senate
Shannon Bray,S0NC00335,U.S. Senate
Shannon Fabert,H0KY04125,U.S. House
Shannon Freshour,H0OH04093,U.S. House
Shannon Liss-Riordan,S0MA00166,U.S. Senate
Sharice Davids,H8KS03155,U.S. House
Shawn Kelly,H0TX07238,U.S. House
Shawn Ponterio,H0VA01243,U.S. House
Shawna Roberts,H8OH06133,U.S. House
Sheila Jackson Lee,H4TX18054,U.S. House
Shekema George,H0VI01019,U.S. House
Shelley Moore Capito,S4WV00159,U.S. Senate
Shiva Ayyadurai,S8MA00268,U.S. Senate
Sia Lo,H0MN04197,U.S. House
Sima Ladjevardian,H0TX02106,U.S. House
Slater Johnson,H0MN07166,U.S. House
Sonny Narang,H8SC02122,U.S. House
Sri Kulkarni,H8TX22313,U.S. House
Stacey Plaskett,H2VI00082,U.S. House
Stan Koshy,H0NJ12188,U.S. House
Steny H Hoyer,H2MD05155,U.S. House
Stephan Evans,S0CO00708,U.S. Senate
Stephanie Bice,H0OK05205,U.S. House
Stephanie Murphy,H6FL07140,U.S. House
Stephanie Schmid,H0NJ04151,U.S. House
Stephen Daniel,H0TX06099,U.S. House
Stephen F Lynch,H2MA09072,U.S. House
Stephen Kuzmich,H0TX24142,U.S. House
Stephen Michael Patterson,H0MI00031,U.S. House
Stevan Porter,H8VA11088,U.S. House
Steve Brown,H4NV04058,U.S. House
Steve Bullock,S0MT00173,U.S. Senate
Steve Chabot,H8OH01043,U.S. House
Steve Cohen,H6TN09068,U.S. House
Steve Hohe,H0KS03269,U.S. House
Steve Jones,H0NM02237,U.S. House
Steve Negron,H8NH02275,U.S. House
Steve Perkins,H0OH04127,U.S. House
Steve Scalise,H0LA01087,U.S. House
Steve Scheetz,H0PA01341,U.S. House
Steve Stivers,H8OH15076,U.S. House
Steve Williams,H6NY24185,U.S. House
Steve Womack,H0AR03055,U.S. House
Steven Daines,S2MT00096,U.S. Senate
Steven Greenfield,H2NY22097,U.S. House
Steven Horsford,H2NV04011,U.S. House
Steven House,H0CO06119,U.S. House
Steven Kolln,H0NY12217,U.S. House
Steven Koonse,H8MO04105,U.S. House
Steven Palazzo,H0MS04120,U.S. House
Steven Peterson,H0ND00168,U.S. House
Steven Pinckney,H0MA05124,U.S. House
Steven Sanders,H0TX23292,U.S. House
Steven Skelton,H0WA01116,U.S. House
Sufiyah Yasmine,H0FL10121,U.S. House
Summer Rae Miller,H0MA02113,U.S. House
Susan Collins,S6ME00159,U.S. Senate
Susan Good Giese,S0MT00181,U.S. Senate
Susan Marie Smith,H0IN07256,U.S. House
Susan Sindt,H6MN04269,U.S. House
Susan Wild,H8PA15229,U.S. House
Susie Lee,H6NV04020,U.S. House
Suzan DelBene,H0WA08046,U.S. House
Suzanne Bonamici,H2OR01133,U.S. House
Suzanne Herzog,S0IA00184,U.S. Senate
Sylvia Caravetta,H0FL21185,U.S. House
Sylvia Garcia,H8TX29052,U.S. House
TJ Cox,H8CA10167,U.S. House
Tabitha Johnson-Green,H8GA10197,U.S. House
Tamara Johnson-Shealey,S0GA00484,U.S. Senate
Tamara Zwinak,H0NC11274,U.S. House
Tamika Hamilton,H0CA03128,U.S. House
Tawnja Zahradka,H0MN06150,U.S. House
Ted Brown,H0TX17252,U.S. House
Ted Budd,H6NC13129,U.S. House
Ted Deutch,H0FL19080,U.S. House
Ted Howze,H8CA10209,U.S. House
Ted Lieu,H4CA33119,U.S. House
Tedra Cobb,H8NY21245,U.S. House
Teresa Leger,H0NM03102,U.S. House
Teresa Montseny,H0MO07246,U.S. House
Terri A Sewell,H0AL07086,U.S. House
Terry Neese,H0OK05213,U.S. House
Theodore Murray,H0FL17175,U.S. House
Theresa Greenfield,S0IA00176,U.S. Senate
Theresa Raborn,H0IL02127,U.S. House
Thom Tillis,S4NC00162,U.S. Senate
Thomas G. McNeill,H0UT03243,U.S. House
Thomas Gilmer,H0CT02199,U.S. House
Thomas Massie,H2KY04121,U.S. House
Thomas Sharpe,S0NH00342,U.S. Senate
Thomas Speciale,S0VA00088,U.S. Senate
Thomas Zmich,H0NY06086,U.S. House
Thomasina Marsili,H0IN08213,U.S. House
Tiffany Bond,S0ME00160,U.S. Senate
Tiffany Shedd,H8AZ01237,U.S. House
Tim Burchett,H8TN02119,U.S. House
Tim Hazelo,H0WA02197,U.S. House
Tim Kelly,H0MI05162,U.S. House
Tim Rogers,H8WI04069,U.S. House
Tim Ryan,H2OH17109,U.S. House
Tim Smith,S0TX00415,U.S. Senate
Tim Uy,H0WA02213,U.S. House
Tim Walberg,H4MI07103,U.S. House
Tina Ramirez,H0VA07109,U.S. House
Tina Smith,S8MN00578,U.S. Senate
Todd Rowley,H0PA13114,U.S. House
Tom Alciere,S4NH00062,U.S. Senate
Tom Cole,H2OK04055,U.S. House
Tom Cotton,S4AR00103,U.S. Senate
Tom Emmer,H4MN06087,U.S. House
Tom Ferkinhoff,H8IN06137,U.S. House
Tom Hanson,H8IL05073,U.S. House
Tom Kean,H0NJ07261,U.S. House
Tom Lewellen,H0AZ06092,U.S. House
Tom Malinowski,H8NJ07223,U.S. House
Tom McClintock,H8CA04152,U.S. House
Tom O'Halleran,H6AZ01199,U.S. House
Tom Palzewicz,H8WI05165,U.S. House
Tom Reed,H0NY29054,U.S. House
Tom Rice,H2SC07066,U.S. House
Tom Schmitz,H0MO08285,U.S. House
Tom Shack,H0MA04226,U.S. House
Tom Suozzi,H6NY03247,U.S. House
Tom Tiffany,H0WI07101,U.S. House
Tom Wakely,H6TX21228,U.S. House
Tom Watson,H0TX19068,U.S. House
Tommy Tuberville,S0AL00230,U.S. Senate
Tony Amador,H0CA09125,U.S. House
Tony Cardenas,H2CA28113,U.S. House
Tony Gonzales,H0TX35015,U.S. House
Tonya Millis,H0IN09153,U.S. House
Toya Woodland,H0MN05269,U.S. House
Trace Johannesen,H0TX04185,U.S. House
Tracey Debruhl,H0NC11282,U.S. House
Tracey Mann,H0KS01123,U.S. House
Tracy Jennings,H0IL07159,U.S. House
Tracy Mitrano,H8NY23183,U.S. House
Travis Ransom,H0TX04193,U.S. House
Trent Kelly,H6MS01131,U.S. House
Trey Holcomb,H0TX12261,U.S. House
Trey Hollingsworth,H6IN09176,U.S. House
Tricia Zunker,H0WI07135,U.S. House
Troy Balderson,H8OH12180,U.S. House
Troy Nehls,H0TX22302,U.S. House
Tyler Kistner,H0MN02134,U.S. House
Tyler Schaeffer,H0NE02193,U.S. House
Val Demings,H2FL08063,U.S. House
Valbrun Almonord,H0GA03074,U.S. House
Valencia Stovall,S0GA00625,U.S. Senate
Valerie Ramirez Mukherjee,H0IL10351,U.S. House
Van Taylor,H8TX03123,U.S. House
Vance Patrick,H0MI14255,U.S. House
Vanessa Enoch,H8OH08097,U.S. House
Vennia Francois,H8FL07088,U.S. House
Vernon Buchanan,H6FL13148,U.S. House
Vernon Moore,H0IN05300,U.S. House
Verone Thomas,H8LA03086,U.S. House
Veronica Escobar,H8TX16109,U.S. House
Veronica Fernandez,S0NJ00258,U.S. Senate
Veronique Bellamy,S0CO00583,U.S. Senate
Vic Degrammont,H0FL20153,U.S. House
Vicente Gonzalez,H6TX15162,U.S. House
Vicky Hartzler,H0MO04086,U.S. House
Victoria Alexander,H0NY19212,U.S. House
Victoria Spartz,H0IN05326,U.S. House
Vinny Mendoza,S6LA00409,U.S. Senate
Virginia Foxx,H4NC05146,U.S. House
Warren Davidson,H6OH08315,U.S. House
Washington Blask,S0MA00224,U.S. Senate
Waymen Eddings,H0KY03242,U.S. House
Wayne Johnson,S0GA00492,U.S. Senate
Wendell Champion,H0TX18292,U.S. House
Wendie Fredrickson,S0MT00165,U.S. Senate
Wendy Davis,H0TX21148,U.S. House
Wesley Hunt,H0TX07170,U.S. House
Whitney Hatter,H0TX18300,U.S. House
William Figlesthaler,H0FL19114,U.S. House
William Fowler,H0NH01316,U.S. House
William Hanson,H0AR04087,U.S. House
William Hibbitts,H0KY05148,U.S. House
William Mendiola Castro,H0GU01027,U.S. House
William Robert Cunningham,H0TX26170,U.S. House
William Timmons,H8SC04250,U.S. House
Willie Wilson,S0IL00568,U.S. Senate
Xan John,S0LA00378,U.S. Senate
Xochitl Torres Small,H8NM02248,U.S. House
Ydanis Rodriguez,H0NY15269,U.S. House
Yomi Faparusi,S0TN00318,U.S. Senate
Young Kim,H8CA39240,U.S. House
Yvette D Clarke,H4NY11138,U.S. House
Yvette Herrell,H8NM02156,U.S. House
Zach Raknerud,H0ND01042,U.S. House
Zachary Dumont,H0NH01308,U.S. House
Zayira Jordan,H0PR01042,U.S. House
Zoe Lofgren,H4CA16049,U.S. House
Zoe Midyett,H0OK03093,U.S. House
Zoilo Adalia,H0WY00152,U.S. House
Unidentified politician,,
Unidentified unsure,,
Non-politician,,
Down-ballot politician,,
Barack Obama,WMPID3,
Hillary Clinton,WMPID7,
Ronald Reagan,WMPID6,
Kamala Harris,WMPID2,
Mike Pence,WMPID1,
George W. Bush,WMPID5,
Governor,,
Bill Clinton,WMPID4,
